,Unnamed: 0,id,screen_name,description,created_at,location,is_verified,latest_following_count,latest_followers_count,latest_status_count,array_agg,num_tweets
654,654,235373000,RepHanabusa,Proudly Representing Hawaii's First Congressional District,2011-01-08 01:13:45,"Washington, D.C.",t,803,7783,1171,"{democrat,congressperson,democrat}",1179.0
655,655,816652616625168388,RepAndyBiggsAZ,Representing the 5th Congressional District of Arizona.,2017-01-04 14:28:51,"Arizona, USA",t,811,1329,535,"{congressperson,republican}",562.0
656,656,236279233,NormaJTorres,U.S. Representative for California's 35th District,2011-01-10 06:30:14,,t,713,6967,4234,"{congressperson,democrat,democrat}",3707.0
657,657,28602948,RepRaulGrijalva,,2009-04-03 16:55:32,"Washington, D.C.",t,274,25880,2396,"{congressperson,democrat,democrat}",2402.0
659,659,31611298,jahimes,Connecticut Congressman. Reader. Runner. Swimmer. And I make maple syrup.,2009-04-16 02:38:33,CT and DC,t,419,46690,7596,"{congressperson,democrat,democrat}",3534.0
660,660,291756142,SenatorEnzi,Mike Enzi is Wyoming’s 20th U.S. Senator. His joy of representing Wyoming is topped by few things. (Being a grandfather and fly-fishing are two).,2011-05-02 15:26:39,,t,586,37806,3271,"{republican,senator,republican}",3286.0
661,661,84620376,RepFleming,The Official Twitter account for the office of Congressman John Fleming M.D. (R-LA). Retweets or Mentions do not equal endorsements.,2009-10-23 15:42:30,"Washington and Northwest, LA",t,243,13732,1648,"{congressperson,republican}",1642.0
662,662,76456274,SenStabenow,Representing the people from the Great State of Michigan in the United States Senate,2009-09-22 21:30:16,"Washington, DC",t,2164,41373,2009,"{democrat,senator,democrat}",2046.0
663,663,252819642,RepKevinYoder,"I represent the 3rd District of Kansas in the United States Congress, where I serve on the House Appropriations Committee.",2011-02-16 00:04:41,KS 3rd District & DC,t,1624,16296,6087,"{congressperson,republican,republican}",3512.0
664,664,233693291,RepRickCrawford,"Follow me on instagram: https://t.co/z0CXmmrsLM
Representing Arkansas's 1st District in the United States Congress.",2011-01-03 21:57:49,"Washington, DC",t,1013,12518,3332,"{congressperson,republican,republican}",3339.0
665,665,1128514404,RepDavidValadao,Proudly Representing California's 21st Congressional District.,2013-01-28 16:19:14,"Hanford, California",t,382,8682,758,"{congressperson,republican,republican}",757.0
666,666,742735530287304704,WarrenDavidson,U.S. Congressman serving the 8th District of Ohio. Constitutionalist and former Army Ranger. We cannot bankrupt America. Tweets from the congressman signed -WD.,2016-06-14 15:08:44,"Washington, DC",t,4242,6001,552,"{congressperson,republican,republican}",564.0
667,667,2929491549,RepBrianBabin,Honored to serve citizens of #TX36 in U.S. Congress. Chairman of @HouseScience Space Subcommittee and Member of House @Transport Committee.,2014-12-18 13:28:53,,t,631,5666,1630,"{congressperson,republican,republican}",1646.0
